epoch time,date & time,smell value,skewed latitude,skewed longitude,zipcode,smell description,symptoms,additional comments
1578693084,01/10/2020 16:51:24 -05:00,4,40.4423,-79.9601,15205,,,
1578693365,01/10/2020 16:56:05 -05:00,3,40.3859,-79.9067,15120,Industrial. Sulfur. ,,
1578693489,01/10/2020 16:58:09 -05:00,1,40.4639,-79.9364,15206,,,
1578693491,01/10/2020 16:58:11 -05:00,3,40.4371,-79.9266,15217,,,
1578693555,01/10/2020 16:59:15 -05:00,3,40.4582,-79.9222,15206,Sulphur,,
1578693695,01/10/2020 17:01:35 -05:00,4,40.457,-79.914,15206,,,
1578693805,01/10/2020 17:03:25 -05:00,4,40.2734,-79.8847,15037,Oil gas smell,"Can taste it, burning eyes throat ",
1578693822,01/10/2020 17:03:42 -05:00,4,40.4115,-79.8783,15104,,,
1578694325,01/10/2020 17:12:05 -05:00,5,40.4437,-79.9273,15217,"Rotten eggs, sulfur",,
1578694465,01/10/2020 17:14:25 -05:00,4,40.4407,-79.9233,15217,,,
1578694641,01/10/2020 17:17:21 -05:00,3,40.4606,-79.9885,15212,Industrial,,
1578694850,01/10/2020 17:20:50 -05:00,4,40.464,-79.9652,15201,,,
1578694898,01/10/2020 17:21:38 -05:00,5,40.4429,-79.9293,15217,,,
1578694955,01/10/2020 17:22:35 -05:00,3,40.4383,-79.9288,15217,Sulphur ,,
1578695617,01/10/2020 17:33:37 -05:00,5,40.3655,-79.9092,15207,,,
1578696644,01/10/2020 17:50:44 -05:00,4,40.4227,-79.866,15221,,,
1578697062,01/10/2020 17:57:42 -05:00,3,40.5418,-79.9341,15116,"Friday night stank! Rotten eggs, burning rubber, and trash",,
1578697150,01/10/2020 17:59:10 -05:00,4,40.4808,-79.9443,15201,Fire and brimstone,Mentally preparing myself for another gross temp inversion,
1578697300,01/10/2020 18:01:40 -05:00,4,40.4203,-79.8805,15218,Industrial ,,
1578697785,01/10/2020 18:09:45 -05:00,3,40.381,-79.8624,15110,Industrial ,Eye irritation ,
1578697994,01/10/2020 18:13:14 -05:00,4,40.4351,-79.9093,15217,,,
1578698187,01/10/2020 18:16:27 -05:00,3,40.4281,-79.9147,15217,Sulfur,,
1578698251,01/10/2020 18:17:31 -05:00,5,40.3501,-79.893,15034,,,
1578698370,01/10/2020 18:19:30 -05:00,3,40.4625,-79.9893,15212,Industrial ,Headache. Sore throat. ,
1578698450,01/10/2020 18:20:50 -05:00,4,40.4843,-80.0469,15212,Downtown was awful with plain old dirty air & vehicle & diesel emissions ,Sore throat-burning nostrils,Yuck
1578698688,01/10/2020 18:24:48 -05:00,4,40.4855,-80.046,15212,Turpentine or ammonia type odor with essence of smoky wood. No open burns noted,,
1578698765,01/10/2020 18:26:05 -05:00,4,40.4006,-79.8904,15120,Sulfur and burnt rubber,,
1578698805,01/10/2020 18:26:45 -05:00,4,40.4374,-79.9255,15217,,,
1578698985,01/10/2020 18:29:45 -05:00,3,40.3314,-79.9353,15122,Industrial,Eye irritation,
1578699107,01/10/2020 18:31:47 -05:00,1,40.4444,-79.9186,15217,,,
1578699628,01/10/2020 18:40:28 -05:00,4,40.3663,-79.9163,15207,Burning industrial smell,Sore throat and coughing almost immediately after going outside,
1578699844,01/10/2020 18:44:04 -05:00,1,40.6405,-80.0446,15090,,,
1578700844,01/10/2020 19:00:44 -05:00,1,40.5227,-79.8325,15139,,,
1578700959,01/10/2020 19:02:39 -05:00,1,40.4819,-79.7871,15235,,,
1578701301,01/10/2020 19:08:21 -05:00,1,40.5101,-80.0833,15202,,,
1578701531,01/10/2020 19:12:11 -05:00,4,40.43,-79.8968,15218,,,
1578701705,01/10/2020 19:15:05 -05:00,3,40.3675,-79.9231,15122,Industrial,,
1578702189,01/10/2020 19:23:09 -05:00,3,40.4566,-79.9776,15222,,,
1578702239,01/10/2020 19:23:59 -05:00,3,40.4509,-79.9059,15208,Mix of wood burning and industrial fumes sulfur,,
1578702242,01/10/2020 19:24:02 -05:00,3,40.4657,-79.927,15206,Sulfurous,Not sure,I regularly smell this odor in this location.
1578702250,01/10/2020 19:24:10 -05:00,3,40.4173,-79.9085,15218,,,
1578702379,01/10/2020 19:26:19 -05:00,3,40.4436,-79.9172,15217,"Industrial, rotten eggs ",,Do something 
1578702400,01/10/2020 19:26:40 -05:00,5,40.4369,-79.9125,15217,Noxious sulphur,,
1578702406,01/10/2020 19:26:46 -05:00,1,40.459,-79.928,15206,,,
1578702452,01/10/2020 19:27:32 -05:00,4,40.4429,-79.9197,15217,"Eggs , industrial ",,
1578702622,01/10/2020 19:30:22 -05:00,4,40.4316,-79.8948,15218,Rotten eggs,,
1578702855,01/10/2020 19:34:15 -05:00,4,40.4621,-79.9404,15224,Industrial ,,
1578703013,01/10/2020 19:36:53 -05:00,5,40.4503,-79.9174,15206,"Industrial, rotten eggs",,The County should be stopping this pollution. It is disgraceful and unconscionable. 
1578703029,01/10/2020 19:37:09 -05:00,3,40.3937,-80.0366,15216,sulfur,,
1578703044,01/10/2020 19:37:24 -05:00,4,40.4193,-79.9403,15207,,,
1578703054,01/10/2020 19:37:34 -05:00,5,40.4217,-79.8852,15218,"Sulfur, industrial",Headache,
1578703060,01/10/2020 19:37:40 -05:00,5,40.4208,-79.8833,15218,"Rotten eggs,",,
1578703092,01/10/2020 19:38:12 -05:00,4,40.4582,-79.9227,15206,After rain,None,
1578703096,01/10/2020 19:38:16 -05:00,1,40.4096,-79.9151,15120,,,
1578703244,01/10/2020 19:40:44 -05:00,3,40.4266,-79.9163,15217,Industrial ,Headache ,Sulfur 
1578703552,01/10/2020 19:45:52 -05:00,4,40.4482,-79.9113,15217,Rotten eggs,,
1578703554,01/10/2020 19:45:54 -05:00,4,40.4599,-79.9234,15206,Rotten Egg/Sulfer smell,,
1578703642,01/10/2020 19:47:22 -05:00,4,40.4593,-79.9263,15206,"Rotten eggs, sewage",,
1578703757,01/10/2020 19:49:17 -05:00,4,40.4506,-79.9017,15208,Rotten eggs ,,
1578703895,01/10/2020 19:51:35 -05:00,4,40.4533,-79.9092,15208,Rotten eggs,No,N/a
1578704057,01/10/2020 19:54:17 -05:00,4,40.4593,-79.9436,15224,sulphur; rotten eggs,"no symptoms yet, but walking outside was like walking into a brick wall of stench. ","Walking outside was like walking into a brick wall of stench. Like the most noticable ""That smells bad"" effect I've ever experienced in my 2.5 years in Bloomfield. "
1578704127,01/10/2020 19:55:27 -05:00,2,40.3831,-79.8812,15122,,,
1578704184,01/10/2020 19:56:24 -05:00,5,40.424,-79.8826,15218,"Sulfur, rotten eggs, industrial",Headache,Please do something about the terrible air quality. 
1578704285,01/10/2020 19:58:05 -05:00,3,40.5559,-80.0603,15237,Sulfur. Hydrogen Sulfide. Clairton Coke Works.,Sore throat.  Lung irritation and cough.,
1578704290,01/10/2020 19:58:10 -05:00,5,40.4179,-79.8792,15218,Sulphur,"Sore throat, eye irritation ",
1578704609,01/10/2020 20:03:29 -05:00,4,40.4534,-79.9054,15208,Sulphur,,
1578704637,01/10/2020 20:03:57 -05:00,3,40.4539,-79.925,15232,Sulphur,,"Strengthen the refs please now!!!
At some point you are going to be sued. "
1578704746,01/10/2020 20:05:46 -05:00,3,40.4442,-79.8981,15221,,,
1578704875,01/10/2020 20:07:55 -05:00,4,40.4646,-79.9387,15224,Sulfur,,
1578704908,01/10/2020 20:08:28 -05:00,4,40.4648,-79.9394,15224,Sulfurous,,
1578704990,01/10/2020 20:09:50 -05:00,3,40.4539,-79.9215,15232,"Sulfurous, eggy",,
1578705003,01/10/2020 20:10:03 -05:00,3,40.4344,-79.9237,15217,Sulphur,,
1578705015,01/10/2020 20:10:15 -05:00,1,40.2991,-79.8747,15025,,,All good
1578705135,01/10/2020 20:12:15 -05:00,4,40.4479,-79.9072,15208,Rotten egg,,
1578705275,01/10/2020 20:14:35 -05:00,5,40.4775,-79.9256,15206,"Smells sulfuric, putrid, kind of like a skunk but more chemically/metallic",Sore throat,I was hiking in Frick Park earlier and noticed the smell. I could smell it in my car the whole way home. It’s even worse here at my house. Please do something to clean up our air
1578705327,01/10/2020 20:15:27 -05:00,4,40.4214,-79.9035,15218,Industrial,,
1578705488,01/10/2020 20:18:08 -05:00,4,40.4281,-79.919,15217,Clariton Coke Works ,Nausea ,Shut. It. Down. 
1578705854,01/10/2020 20:24:14 -05:00,5,40.4635,-79.94,15224,Sulphur,,"They say that Jersey is the armpit of America? Well, right now, Pittsburgh smells like Donald Trumps *ssh*l*. "
1578705906,01/10/2020 20:25:06 -05:00,4,40.455,-79.9282,15232,,,
1578705983,01/10/2020 20:26:23 -05:00,4,40.4848,-79.9292,15206,Sulfer,,
1578706444,01/10/2020 20:34:04 -05:00,3,40.4637,-79.967,15201,Rotten,Eyes burning,
1578706624,01/10/2020 20:37:04 -05:00,4,40.4437,-79.8937,15221,,,
1578706654,01/10/2020 20:37:34 -05:00,3,40.4301,-79.8756,15218,Rotten eggs,,
1578706707,01/10/2020 20:38:27 -05:00,5,40.4411,-79.9447,15213,,,
1578706838,01/10/2020 20:40:38 -05:00,4,40.4486,-79.9055,15208,Sulphur,,
1578706928,01/10/2020 20:42:08 -05:00,4,40.4546,-79.9108,15208,Sulphur ,,
1578706998,01/10/2020 20:43:18 -05:00,5,40.4261,-79.886,15218,Rotting eggs,Nausea,
1578707068,01/10/2020 20:44:28 -05:00,5,40.4759,-79.9145,15206,,,
1578707259,01/10/2020 20:47:39 -05:00,4,40.4315,-79.8975,15218,Industrial ,,
1578707348,01/10/2020 20:49:08 -05:00,4,40.4868,-79.9268,15206,"Industrial, sulfur-egg smell. Acrid ",,
1578707658,01/10/2020 20:54:18 -05:00,5,40.4718,-79.9128,15206,Sulfur,,
1578707972,01/10/2020 20:59:32 -05:00,3,40.4566,-79.931,15232,Rotten eggs,,
1578708295,01/10/2020 21:04:55 -05:00,5,40.4527,-79.9332,15232,Rotten eggs ,,I can’t breathe in my own home 
1578708457,01/10/2020 21:07:37 -05:00,4,40.5132,-80.1397,15225,industrial,,
1578708466,01/10/2020 21:07:46 -05:00,5,40.4553,-79.9297,15232,,,
1578708517,01/10/2020 21:08:37 -05:00,5,40.4964,-79.9047,15215,Sulfuric chemical bitter ,Headache eyes nose throat irritation ,
1578708824,01/10/2020 21:13:44 -05:00,4,40.4532,-79.9256,15206,Sulfur,Headache,
1578708905,01/10/2020 21:15:05 -05:00,3,40.5125,-80.242,15108,Industrial,No,
1578709046,01/10/2020 21:17:26 -05:00,4,40.3069,-79.8841,15025,,,
1578709421,01/10/2020 21:23:41 -05:00,5,40.433,-79.8748,15218,Wtf,,
1578709463,01/10/2020 21:24:23 -05:00,5,40.4183,-79.8891,15218,"Rotten eggs/ sulfur, super strong",,
1578709663,01/10/2020 21:27:43 -05:00,5,40.3375,-79.8796,15133, industrial, sick stomach,It’s so bad that when I got out of my car it felt like I got hit in the face in chemical warfare. 
1578709812,01/10/2020 21:30:12 -05:00,5,40.4246,-79.8872,15218,,,
1578710159,01/10/2020 21:35:59 -05:00,4,40.4419,-79.8882,15221,,,
1578710611,01/10/2020 21:43:31 -05:00,4,40.4213,-79.8955,15218,"Sulfur, rotten eggs",,
1578710943,01/10/2020 21:49:03 -05:00,5,40.4378,-79.8932,15221,Rotten eggs and smoke,,Nastya
1578711174,01/10/2020 21:52:54 -05:00,5,40.4228,-79.8978,15218,"Industrial, rotten eggs ",,Headache
1578711203,01/10/2020 21:53:23 -05:00,5,40.4822,-79.9296,15206,Sulfur ,Headache most of the day ,
1578711318,01/10/2020 21:55:18 -05:00,5,40.416,-79.8785,15218,ET Works terrible sulphur industrial stench,Nose and throat irritation. Eyes burning!,
1578711322,01/10/2020 21:55:22 -05:00,5,40.4331,-79.8979,15218,Rotten eggs,Headache,
1578711374,01/10/2020 21:56:14 -05:00,5,40.4524,-79.9027,15208,Rotten eggs,Throwing up,
1578711816,01/10/2020 22:03:36 -05:00,3,40.4354,-79.9233,15217,,,
1578711868,01/10/2020 22:04:28 -05:00,5,40.3641,-79.9735,15227,Fire pit wood smoke,"Headache, voice lost, sore throat, prickly tongue n lips",
1578712156,01/10/2020 22:09:16 -05:00,5,40.4779,-79.9199,15206,Sulfur,,
1578712162,01/10/2020 22:09:22 -05:00,5,40.4788,-79.9187,15206,Sulphur ,,We can’t even open our windows!
1578712190,01/10/2020 22:09:50 -05:00,3,40.4557,-79.9148,15206,"Rotten eggs, burnt metal",,I’m out for a walk and then this smell of rotten eggs and burnt metal hit me.
1578712279,01/10/2020 22:11:19 -05:00,4,40.4643,-79.9368,15206,Sulfur,,
1578712677,01/10/2020 22:17:57 -05:00,4,40.4486,-79.9078,15208,Sulphur ,,
1578712776,01/10/2020 22:19:36 -05:00,2,40.3923,-80.0374,15216,Smoke,None ,
1578712823,01/10/2020 22:20:23 -05:00,5,40.4378,-79.8951,15221,Woodsmoke,,
1578713002,01/10/2020 22:23:22 -05:00,5,40.4831,-79.945,15201,Farts,"Burning throat, headache",
1578713101,01/10/2020 22:25:01 -05:00,3,40.3268,-79.8856,15045,,,
1578713189,01/10/2020 22:26:29 -05:00,5,40.4749,-79.9281,15206,Sulfur. Clairton coke works?,,
1578713345,01/10/2020 22:29:05 -05:00,4,40.4374,-79.8893,15221,Smokey,Tingle in the throat,Can see breath even tho it is not that cold outside (~50 degrees?)
1578713359,01/10/2020 22:29:19 -05:00,4,40.4387,-79.8913,15221,Smokey,Tingle in the throat,Can see breath even tho it is not that cold outside (~50 degrees?)
1578713431,01/10/2020 22:30:31 -05:00,4,40.4256,-79.9328,15217,Sulfur - Rotten eggs,This is never ending!!,ACHD does next to nothing to protect citizens from industrial stench!
1578713506,01/10/2020 22:31:46 -05:00,4,40.4258,-79.8783,15218,Rotten eggs,Headache,
1578713796,01/10/2020 22:36:36 -05:00,4,40.439,-79.9248,15217,,,
1578714072,01/10/2020 22:41:12 -05:00,4,40.4244,-79.8977,15218,Rotten eggs,"Headache, breathing",
1578714336,01/10/2020 22:45:36 -05:00,5,40.3965,-79.8737,15122,,,
1578714360,01/10/2020 22:46:00 -05:00,5,40.4581,-79.9233,15206,Industrial ,,
1578714491,01/10/2020 22:48:11 -05:00,3,40.4591,-79.9341,15206,,,
1578714922,01/10/2020 22:55:22 -05:00,3,40.3992,-79.8904,15120,,,
1578715264,01/10/2020 23:01:04 -05:00,3,40.4707,-79.9143,15206,,,
1578715310,01/10/2020 23:01:50 -05:00,4,40.4563,-79.9187,15206,,,
1578715565,01/10/2020 23:06:05 -05:00,2,40.4491,-79.9399,15232,,,
1578717077,01/10/2020 23:31:17 -05:00,3,40.4749,-79.9246,15206,Rotten eggs,No,
1578719224,01/11/2020 00:07:04 -05:00,1,40.3736,-79.9664,15227,,,
1578719262,01/11/2020 00:07:42 -05:00,5,40.421,-79.9401,15207,This is no way to live,Malaise ,
1578719703,01/11/2020 00:15:03 -05:00,4,40.424,-79.8672,15221,Sulfur,,
1578719897,01/11/2020 00:18:17 -05:00,4,40.4841,-79.9292,15206,Wood smoke ,Throat and nausea ,Do something 
1578721156,01/11/2020 00:39:16 -05:00,5,40.4283,-79.8848,15218,Rotting eggs,,
1578721989,01/11/2020 00:53:09 -05:00,4,40.4468,-79.9084,15208,,,
1578722548,01/11/2020 01:02:28 -05:00,5,40.4213,-79.8848,15218,extreme burning egg fartyyness ,sore throat and kinda burns going through the nose. ,it's been extremely bad since about 7 this evening when i first noticed it. 
1578722607,01/11/2020 01:03:27 -05:00,3,40.465,-79.9481,15224,"Rotten eggs, industrial",,
1578723849,01/11/2020 01:24:09 -05:00,5,40.4252,-79.8823,15218,industrial,nausea,
1578724114,01/11/2020 01:28:34 -05:00,5,40.4256,-79.88,15218,rotten eggs,nausea,it’s 1:27 am and the smell of rotten eggs from outside is pervasive with every window shut and an air purifier running
1578727868,01/11/2020 02:31:08 -05:00,1,40.4776,-79.9932,15212,,,
1578727909,01/11/2020 02:31:49 -05:00,4,40.4492,-79.9059,15208,Rotten eggs ,Sleep deprivation ,
1578728603,01/11/2020 02:43:23 -05:00,2,40.44,-80.2203,15126,,,
1578728634,01/11/2020 02:43:54 -05:00,1,40.4392,-80.2171,15126,,,
1578729764,01/11/2020 03:02:44 -05:00,1,40.5481,-79.9668,15116,,,
1578736834,01/11/2020 05:00:34 -05:00,3,40.4768,-79.9194,15206,sulfur,,
1578736997,01/11/2020 05:03:17 -05:00,1,40.2994,-79.8717,15025,,,Doesnt have any odor tonight
1578737598,01/11/2020 05:13:18 -05:00,1,40.4355,-79.9631,15213,,,
1578739134,01/11/2020 05:38:54 -05:00,5,40.4434,-79.8877,15221,,,
1578740965,01/11/2020 06:09:25 -05:00,5,40.4256,-79.9344,15217,sulfur,,
1578742135,01/11/2020 06:28:55 -05:00,2,40.4812,-79.941,15201,"Salty, from the road salt?",No,
1578742683,01/11/2020 06:38:03 -05:00,1,40.4453,-79.999,15222,,,
1578745643,01/11/2020 07:27:23 -05:00,1,40.4663,-79.951,15224,,,
1578745675,01/11/2020 07:27:55 -05:00,1,40.3618,-79.9728,15227,,,
1578747389,01/11/2020 07:56:29 -05:00,4,40.4762,-79.9215,15206,gasoline fuel,,
1578747579,01/11/2020 07:59:39 -05:00,4,40.4311,-79.8736,15218,,"Headache, burning throat, cough",
1578748007,01/11/2020 08:06:47 -05:00,2,40.4664,-79.7159,15239,,,
1578748473,01/11/2020 08:14:33 -05:00,5,40.4516,-79.899,15208,Rotten eggs and burning tires,Sore throat and eyes,Smell started last night around 7 or 8pm
1578748499,01/11/2020 08:14:59 -05:00,4,40.5391,-79.8341,15238,Odor is coming from Allegheny Valley Sewage Authority,,Common occurrence with the Sewage Authority located in Harmar
1578748796,01/11/2020 08:19:56 -05:00,5,40.4341,-79.8602,15221,Industrial,Headache,
1578749461,01/11/2020 08:31:01 -05:00,3,40.4236,-79.9432,15207,Rotten eggs,Eye irritation,"I have had allergic symptoms (no known allergies) since November. We don't need regulation, we need compliance with the Pennsylvania Constitution regarding the right to clean air and water. I have a newborn and am seriously considering moving."
1578750213,01/11/2020 08:43:33 -05:00,2,40.4474,-79.9501,15213,Stale; unfresh,,
1578750961,01/11/2020 08:56:01 -05:00,1,40.4625,-79.9411,15224,,,
1578751255,01/11/2020 09:00:55 -05:00,1,40.4271,-80.016,15211,,,
1578751471,01/11/2020 09:04:31 -05:00,1,40.4178,-80.0463,15220,,,
1578751577,01/11/2020 09:06:17 -05:00,1,40.3529,-79.8224,15131,,,
1578751760,01/11/2020 09:09:20 -05:00,3,40.4484,-79.9028,15208,,,
1578752610,01/11/2020 09:23:30 -05:00,1,40.5129,-80.2417,15108,,,
1578752934,01/11/2020 09:28:54 -05:00,1,40.3388,-79.818,15132,,,
1578753321,01/11/2020 09:35:21 -05:00,4,40.3428,-79.8747,15133,,,
1578753464,01/11/2020 09:37:44 -05:00,2,40.383,-80.0481,15228,,,
1578753717,01/11/2020 09:41:57 -05:00,4,40.4523,-79.8003,15235,,,
1578754018,01/11/2020 09:46:58 -05:00,3,40.4505,-79.856,15235,Sulfur smell,,
1578754160,01/11/2020 09:49:20 -05:00,2,40.5131,-79.8698,15238,Industrial sulfur ,,
1578754476,01/11/2020 09:54:36 -05:00,2,40.4185,-79.8504,15221,,,
1578754849,01/11/2020 10:00:49 -05:00,1,40.3802,-79.8083,15137,,,
1578755046,01/11/2020 10:04:06 -05:00,1,40.3634,-79.7754,15137,,,
1578755289,01/11/2020 10:08:09 -05:00,1,40.3217,-80.1132,15241,,,
1578756072,01/11/2020 10:21:12 -05:00,4,40.3601,-79.8733,15122,n*sty chemical ,Headache ,
1578756194,01/11/2020 10:23:14 -05:00,1,40.439,-79.9245,15217,,,
1578756692,01/11/2020 10:31:32 -05:00,5,40.3287,-79.885,15045,Sulphur Clairton mill,"Headache, scratchy throat",
1578757210,01/11/2020 10:40:10 -05:00,1,40.4417,-79.8926,15221,,,
1578757881,01/11/2020 10:51:21 -05:00,5,40.3087,-80.0046,15129,"Industrial, burning rubber",Headache ,Smell is terrible and strong. Also an extreme amount of oil stick run off in South Park on the closed roads
1578758490,01/11/2020 11:01:30 -05:00,1,40.4758,-80.015,15214,,,
1578759160,01/11/2020 11:12:40 -05:00,2,40.4255,-79.8688,15221,,,
1578759491,01/11/2020 11:18:11 -05:00,3,40.4878,-79.8888,15238,The usual sulfur stench,"Post-nasal drip, cynicism",
1578759746,01/11/2020 11:22:26 -05:00,3,40.3827,-80.0451,15228,,,
1578760648,01/11/2020 11:37:28 -05:00,2,40.3479,-80.0645,15241,,,
1578760980,01/11/2020 11:43:00 -05:00,2,40.3534,-79.822,15131,,,
1578762887,01/11/2020 12:14:47 -05:00,4,40.4261,-79.8642,15221,Industrial ,,
1578763329,01/11/2020 12:22:09 -05:00,4,40.4053,-79.8687,15104,"Sulfur stink from Edgar Thompson Works, USSteel Braddock ",Nose and throat irritation. Eyes burning. ,
1578763786,01/11/2020 12:29:46 -05:00,5,40.4074,-79.8692,15104,Sulfur stink. US Steel Braddock ,"Burning eyes, nose and throat. ",I have  COPD and have much difficulty breathing this foul smelling air!!!
1578764849,01/11/2020 12:47:29 -05:00,1,40.4389,-79.7633,15146,,,
1578765358,01/11/2020 12:55:58 -05:00,1,40.4478,-79.9043,15208,,,
1578765450,01/11/2020 12:57:30 -05:00,1,40.4247,-79.9411,15207,,,
1578765754,01/11/2020 13:02:34 -05:00,5,40.4977,-79.904,15215,Sulfuric chemical bitter ,Headache eyes nose and throat irritation ,
1578766310,01/11/2020 13:11:50 -05:00,1,40.4342,-79.9287,15217,,,
1578767122,01/11/2020 13:25:22 -05:00,2,40.423,-79.886,15218,,,
1578767225,01/11/2020 13:27:05 -05:00,3,40.5306,-79.9627,15116,Industrial ,,
1578767780,01/11/2020 13:36:20 -05:00,3,40.438,-79.9508,15213,Glue / solvents,throat irritation,
1578769726,01/11/2020 14:08:46 -05:00,1,40.5013,-80.0447,15214,,,
1578769912,01/11/2020 14:11:52 -05:00,4,40.4859,-79.9087,15206,Industrial? Rotten Eggs?,,
1578770529,01/11/2020 14:22:09 -05:00,4,40.417,-79.8457,15221,Sulfur from the steel plant ,"Asthma. Anger. We can’t go outside, exercise, or have our windows open!",SHUT THE STEEL PLANTS DOWN! They are poisoning us all!!!
1578770705,01/11/2020 14:25:05 -05:00,2,40.4493,-79.9032,15208,,,
1578770774,01/11/2020 14:26:14 -05:00,4,40.4388,-79.9958,15219,exhaust fumes,,
1578770914,01/11/2020 14:28:34 -05:00,3,40.5185,-79.8396,15139,Clairton!,,
1578771703,01/11/2020 14:41:43 -05:00,3,40.4373,-79.9131,15217,Industrial ,Headache,
1578771708,01/11/2020 14:41:48 -05:00,2,40.471,-79.9645,15201,,,
1578771847,01/11/2020 14:44:07 -05:00,2,40.3601,-80.0488,15228,Smells like cigars,,
1578772228,01/11/2020 14:50:28 -05:00,2,40.4773,-79.9334,15201,,,
1578772443,01/11/2020 14:54:03 -05:00,4,40.4421,-79.7606,15146,"Sulfur, rotten eggs",,
1578774445,01/11/2020 15:27:25 -05:00,1,40.5356,-80.0467,15237,,,
1578774819,01/11/2020 15:33:39 -05:00,3,40.4416,-79.9568,15213,Rotten eggs,Sore throat,
1578775593,01/11/2020 15:46:33 -05:00,4,40.3978,-79.8508,15104,Industrial,,
1578776851,01/11/2020 16:07:31 -05:00,3,40.4267,-79.8654,15221,Sulfur,,
1578776860,01/11/2020 16:07:40 -05:00,5,40.3732,-80.066,15243,Smells like burning plastic and sometimes like woodsmoke,,Wanted to sit on my porch on this unseasonably warm day but the smell was so bad I had to go inside.
1578777098,01/11/2020 16:11:38 -05:00,1,40.366,-79.9653,15227,,,
1578777704,01/11/2020 16:21:44 -05:00,3,40.4659,-79.9569,15224,Rotten eggs,Sore throat ,
1578777905,01/11/2020 16:25:05 -05:00,3,40.329,-79.8898,15045,Sulphur & wood,,
1578777991,01/11/2020 16:26:31 -05:00,3,40.4375,-79.9163,15217,Overly sweet detergent smell,Headache,
1578778299,01/11/2020 16:31:39 -05:00,1,40.3528,-79.8201,15131,,,
1578778437,01/11/2020 16:33:57 -05:00,1,40.373,-79.9664,15227,,,
1578779504,01/11/2020 16:51:44 -05:00,3,40.4771,-79.9139,15206,,,
1578779699,01/11/2020 16:54:59 -05:00,4,40.4254,-79.915,15217,,,
1578780223,01/11/2020 17:03:43 -05:00,4,40.4512,-79.9112,15208,,,
1578780228,01/11/2020 17:03:48 -05:00,4,40.4296,-79.8659,15221,Clairton coke works,,
1578780773,01/11/2020 17:12:53 -05:00,3,40.4472,-79.9046,15208,,,
1578781011,01/11/2020 17:16:51 -05:00,3,40.4337,-79.8946,15218,Rotten eggs,,
1578781055,01/11/2020 17:17:35 -05:00,4,40.339,-79.8773,15133,Industrial ,Headache ,How long do we have to deal with this?  We live in an city of innovation—so many steel mills across the globe are creating the same thing but are doing it in such a more environmentally friendly way and not poisoning their neighbors. 
1578781465,01/11/2020 17:24:25 -05:00,4,40.4493,-79.9044,15208,Sulfur,,
1578782506,01/11/2020 17:41:46 -05:00,4,40.4368,-79.861,15221,Sulphur,Throat irritation,
1578783868,01/11/2020 18:04:28 -05:00,1,40.4846,-80.0481,15212,,,
1578784075,01/11/2020 18:07:55 -05:00,4,40.4477,-79.8972,15208,,,
1578787662,01/11/2020 19:07:42 -05:00,3,40.3792,-79.8628,15110,Industrial ,Eye irritation ,
1578787738,01/11/2020 19:08:58 -05:00,1,40.3737,-79.9159,15207,,,
1578788135,01/11/2020 19:15:35 -05:00,3,40.3776,-80.0282,15228,,,
1578789675,01/11/2020 19:41:15 -05:00,1,40.5163,-79.9185,15215,,,
1578790786,01/11/2020 19:59:46 -05:00,1,40.4954,-80.0535,15202,,,
1578793852,01/11/2020 20:50:52 -05:00,5,40.3649,-79.8609,15122,"Hydrogen sulfate, sulfur dioxide, Clairton Works and Irvin Works",,
1578793979,01/11/2020 20:52:59 -05:00,2,40.4566,-79.9176,15206,,,
1578796975,01/11/2020 21:42:55 -05:00,1,40.4551,-79.9303,15232,,,
1578797654,01/11/2020 21:54:14 -05:00,1,40.45,-79.9128,15208,,,
1578798211,01/11/2020 22:03:31 -05:00,1,40.4238,-79.7629,15146,,,
1578798949,01/11/2020 22:15:49 -05:00,4,40.4291,-79.8816,15218,,,
1578799048,01/11/2020 22:17:28 -05:00,4,40.4314,-79.9274,15217,"Industrial exhaust, sulfur",Sore throat,
1578799116,01/11/2020 22:18:36 -05:00,3,40.4369,-79.9282,15217,,,
1578799586,01/11/2020 22:26:26 -05:00,2,40.4554,-79.931,15232,,,
1578800513,01/11/2020 22:41:53 -05:00,4,40.4327,-79.9564,15213,"Industrial, Vehicle exhaust","Nasal irritation, difficulty breathing. ",
1578801950,01/11/2020 23:05:50 -05:00,4,40.3921,-79.9601,15227,Coke works,Google tells people not to move here ,
1578802525,01/11/2020 23:15:25 -05:00,5,40.3294,-79.8856,15045,"Industrial, fire is lighting up the sky AGAIN","Headache all day,And it stinks!","WHEN is ACH going to do something about the pollution, the mills are killing us, I have been doctoring since Dec of 18.  Wish I could move.!"
1578802916,01/11/2020 23:21:56 -05:00,1,40.3614,-79.9686,15227,,,
1578802924,01/11/2020 23:22:04 -05:00,1,40.3395,-80.0415,15102,,,
1578804955,01/11/2020 23:55:55 -05:00,3,40.5024,-80.0464,15202,Strong sulphur; Sinus headache,,
1578806192,01/12/2020 00:16:32 -05:00,4,40.4564,-79.8566,15235,Industrial ,had to close the windows ,Noticeable acrid industrial smell
1578807465,01/12/2020 00:37:45 -05:00,5,40.4179,-79.8456,15221,Steel mill sulfur stench ,Asthma symptoms. Deep anxiety. ,Every single day it STINKS because of the mills! SHUT THEM DOWN!!!
1578810819,01/12/2020 01:33:39 -05:00,1,40.2983,-79.8714,15025,,,Smells like air. Normal air.  
1578810823,01/12/2020 01:33:43 -05:00,5,40.4517,-79.9405,15213,,,
